rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_period,koi_duration,koi_depth,koi_prad,koi_teq,koi_steff,koi_slogg,koi_srad
6889,11348610,K05888.01,,CANDIDATE,CANDIDATE,,190.860818,2.823,512,1.84,273,5463,4.578,0.803
6890,11351454,K05889.01,,FALSE POSITIVE,FALSE POSITIVE,,374.41813,17.9,430.2,2.42,280,6195,4.407,1.124
6891,11355925,K05890.01,,FALSE POSITIVE,FALSE POSITIVE,,263.30198,2.213,377.6,2.19,308,5758,4.277,1.132
6892,11391512,K05891.01,,FALSE POSITIVE,FALSE POSITIVE,,370.31761,12.588,1885,2.98,182,4665,4.584,0.701
6893,11393633,K05893.01,,FALSE POSITIVE,FALSE POSITIVE,,405.6296,11.26,304.3,1.4,216,5583,4.58,0.79
6894,11401845,K05894.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.080695116,7.449,312770,155.22,3344,7796,3.937,2.34
6895,11407847,K05895.01,,CANDIDATE,CANDIDATE,0.949,11.8307724,8.791,136,1.16,770,5550,4.411,0.958
6896,11414368,K05896.01,,FALSE POSITIVE,FALSE POSITIVE,,434.28175,8.14,663.1,1.94,212,5544,4.529,0.75
6897,8355178,K06178.02,,CANDIDATE,CANDIDATE,,33.814176,7.69,222.6,1.49,589,6122,4.471,0.996
6898,8374077,K06179.01,,CANDIDATE,CANDIDATE,0.979,16.2957847,5.16,409.8,2.13,744,6063,4.476,1.012
6899,8494783,K06180.01,,CANDIDATE,CANDIDATE,,28.201998,3.86,,,,,,
6900,8494783,K06180.02,,FALSE POSITIVE,FALSE POSITIVE,,58.92565,14.56,44.7,1.5,809,7282,3.961,2.216
6901,8517303,K06181.01,,FALSE POSITIVE,FALSE POSITIVE,0,24.0733775,19.612,1325.7,27.78,1263,4647,2.843,6.055
6902,8590149,K06182.01,,CANDIDATE,CANDIDATE,0.56,19.2405821,4.99,207.4,1.19,565,5031,4.485,0.848
6903,8590149,K06182.02,,CANDIDATE,CANDIDATE,,28.684308,4.64,282.3,1.35,512,5243,4.49,0.821
6904,3559935,K00492.02,,CANDIDATE,CANDIDATE,,265.29617,4.1,608,2.99,302,5589,4.27,1.218
6905,9285265,K03410.02,,CANDIDATE,CANDIDATE,0.979,61.569765,9.75,298.3,2.44,530,5626,4.149,1.389
6906,3559860,K03440.02,,FALSE POSITIVE,FALSE POSITIVE,0.094,58.940569,4.769,570.3,2.48,465,5819,4.468,0.99
6907,5384713,K03444.04,,FALSE POSITIVE,FALSE POSITIVE,0,14.1502311,1.503,208.1,0.74,390,3705,4.721,0.529
6908,6364582,K03456.02,,CANDIDATE,CANDIDATE,,486.12702,9.495,120.6,1.18,249,6008,4.373,1.062
6909,6525209,K03479.02,,FALSE POSITIVE,FALSE POSITIVE,0,1.71029474,2.946,158.9,1.04,1267,5365,4.586,0.729
6910,6368175,K03503.02,,CANDIDATE,CANDIDATE,,31.8245304,4.17,79,0.8,589,6338,4.545,0.847
6911,5471158,K03504.02,,CANDIDATE,CANDIDATE,,140.2440875,5.43,,,,,,
6912,10407086,K04568.02,,FALSE POSITIVE,FALSE POSITIVE,,48.04066636,1.62,,,,,,
6913,9947653,K04647.02,,CANDIDATE,CANDIDATE,0.972,12.008552,4.613,76.6,2.08,1016,5303,3.87,1.964
6914,6527078,K04657.02,,CANDIDATE,CANDIDATE,0.969,10.4314847,2.09,59.1,0.77,700,5361,4.588,0.774
6915,12416597,K04895.02,,CANDIDATE,CANDIDATE,,47.5571352,1.708,339,1.85,507,5861,4.436,0.958
6916,2309587,K05982.01,,FALSE POSITIVE,FALSE POSITIVE,0.003,1.838514245,3.2601,118960,57.6,1572,5799,4.326,1.055
6917,2445134,K05983.01,,FALSE POSITIVE,FALSE POSITIVE,0.001,8.412008943,5.41096,136110,50.83,1100,6247,4.225,1.314
6918,2019477,K06093.02,,CANDIDATE,CANDIDATE,0.479,27.2497521,11.609,102,4.49,1090,5440,3.404,4.524
6919,2161623,K06094.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.283466438,7.7999,864260,218.79,2014,6723,4.089,1.719
6920,2707097,K06095.01,,FALSE POSITIVE,FALSE POSITIVE,0,0.692807507,1.49242,25338,46.44,2057,5780,4.438,1
6921,2719873,K06096.01,,FALSE POSITIVE,FALSE POSITIVE,0,17.27929077,5.07591,164310,27.66,556,5251,4.623,0.658
6922,8158127,K01015.03,,CANDIDATE,CANDIDATE,0.705,16.9972894,2.585,225,3.14,956,5897,3.98,1.86
6923,2852810,K06097.01,,FALSE POSITIVE,FALSE POSITIVE,,93.05654364,2.34,,,,,,
6924,2852810,K06097.02,,FALSE POSITIVE,FALSE POSITIVE,,88.433122,2.392,120.4,1.7,595,7092,4.176,1.525
6925,2852810,K06097.03,,FALSE POSITIVE,FALSE POSITIVE,,282.34315,3.956,220.5,2.35,404,7092,4.176,1.525
6926,8590780,K06183.01,,FALSE POSITIVE,FALSE POSITIVE,0,4.326946311,5.55905,409030,106.99,1481,6231,4.078,1.501
6927,8613338,K06184.01,,FALSE POSITIVE,FALSE POSITIVE,,527.29093,14.305,200.8,1.3,216,5671,4.466,0.919
6928,8646141,K06185.01,,FALSE POSITIVE,FALSE POSITIVE,,168.858303,12.964,119.1,2.41,526,6608,3.907,2.189
6929,8702921,K06187.01,,FALSE POSITIVE,FALSE POSITIVE,0,19.38444245,20.5899,3372,28.3,1185,4968,3.291,5.026
6930,8822421,K06188.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.645319649,1.635,1082,2.46,1296,5416,4.603,0.756
6931,8984706,K06190.01,,FALSE POSITIVE,FALSE POSITIVE,0,10.13540105,5.6831,256060,89.16,1035,5895,4.103,1.415
6932,4247807,K03748.02,,FALSE POSITIVE,FALSE POSITIVE,,2.02487934,1.621,145.8,1,1284,5440,4.496,0.825
6933,4472818,K03878.02,,CANDIDATE,CANDIDATE,0.999,15.3573445,1.634,117.1,1.42,729,5818,4.464,0.986
6934,8030339,K03954.02,Kepler-1534 b,CONFIRMED,CANDIDATE,1,5.71668787,1.97,431.7,1.92,955,5638,4.488,0.883
6935,8037145,K00520.04,Kepler-176 e,CONFIRMED,CANDIDATE,0.905,51.1658019,4.637,259.2,1.51,398,4963,4.501,0.826
6936,5471059,K03956.02,,FALSE POSITIVE,FALSE POSITIVE,0,12.4249559,16.332,110.4,0.88,703,5524,4.54,0.847
6937,5471675,K04000.02,,FALSE POSITIVE,FALSE POSITIVE,,12.427135,12.81,32.5,1.05,1143,6561,4.054,1.821
6938,8934103,K04009.02,,CANDIDATE,CANDIDATE,0.93,77.792718,6.08,287.9,2.17,453,5497,4.243,1.241
6939,9551430,K04030.02,,FALSE POSITIVE,FALSE POSITIVE,,163.5148985,3.08,,,,,,
6940,3530668,K05986.01,,FALSE POSITIVE,FALSE POSITIVE,0.002,1.946198513,4.0336,130720,52.58,1853,6224,4.165,1.433
6941,3532985,K05987.01,,FALSE POSITIVE,FALSE POSITIVE,0.049,5.288547653,3.2646,2185.3,55.28,2333,4918,2.889,9.169
6942,10718726,K00600.02,,CANDIDATE,CANDIDATE,,294.055263,14.32,770,2.8,288,6108,4.453,1.011
6943,3831911,K05988.01,,FALSE POSITIVE,FALSE POSITIVE,0,30.4838006,2.6,18441,23.87,315,3857,4.717,0.531
6944,3852258,K05989.01,,FALSE POSITIVE,FALSE POSITIVE,0,5.7584367,2.587,736.6,66.22,3389,4754,2.194,25.287
6945,3869326,K05991.01,,FALSE POSITIVE,FALSE POSITIVE,0,8.58599537,2.4078,818,39.03,2319,4805,2.605,13.941
6946,3971315,K05992.01,,FALSE POSITIVE,FALSE POSITIVE,0,9.892240848,4.1774,5283.2,40.38,907,6225,4.461,1.009
6947,2852810,K06097.04,,FALSE POSITIVE,FALSE POSITIVE,,126.505657,8.836,95.5,1.51,528,7092,4.176,1.525
6948,2997455,K06098.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.129848432,2.07578,4658.5,120.13,3553,4846,2.984,7.102
6949,3003991,K06099.01,,FALSE POSITIVE,FALSE POSITIVE,0,7.244778994,3.3873,99147,25.68,818,5530,4.586,0.788
6950,3003991,K06099.02,,FALSE POSITIVE,FALSE POSITIVE,,110.1552727,2.04,,,,,,
6951,3229028,K06100.01,,FALSE POSITIVE,FALSE POSITIVE,0,0.730964241,2.483,44,0.99,2467,5929,4.152,1.463
6952,3230787,K06101.01,,FALSE POSITIVE,FALSE POSITIVE,0,17.73402024,7.27595,186680,93.52,892,5883,4.04,1.554
6953,5956656,K01053.02,,CANDIDATE,CANDIDATE,0.908,46.245164,5.663,492.1,2.46,519,5553,4.32,1.107
6954,9093086,K06191.01,,CANDIDATE,CANDIDATE,0.69,9.7043379,3.515,129,1.19,932,6273,4.442,1.044
6955,9015738,K01616.02,,CANDIDATE,CANDIDATE,,34.775371,2.93,38.8,0.67,582,6028,4.459,1.047
6956,9093086,K06191.02,,CANDIDATE,CANDIDATE,0.737,12.7713826,3.347,141.8,1.26,851,6273,4.442,1.044
6957,9101400,K06192.01,,FALSE POSITIVE,FALSE POSITIVE,0,0.829019343,4.8401,278260,90.08,2492,6645,4.271,1.328
6958,9119652,K06193.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.1080999,3.3542,380930,124.19,2212,5299,3.865,1.769
6959,9145861,K06194.02,,FALSE POSITIVE,FALSE POSITIVE,,215.778765,3.737,377.6,14.71,610,4902,3.042,7.056
6960,9153823,K06195.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.444486083,1.437,980.7,1.73,1051,4569,4.686,0.559
6961,7100673,K04032.03,Kepler-1542 d,CONFIRMED,CANDIDATE,0.997,5.99273265,2.6502,69.8,0.91,1010,5574,4.354,1.065
6962,7100673,K04032.04,Kepler-1542 e,CONFIRMED,CANDIDATE,1,5.10110666,2.657,65.1,0.85,1065,5574,4.354,1.065
6963,10089911,K04034.02,,FALSE POSITIVE,FALSE POSITIVE,0.216,11.6089351,2.957,199.6,46.44,1496,6303,3.595,3.53
6964,4150496,K04046.02,,FALSE POSITIVE,FALSE POSITIVE,0,94.22498,22.445,346.3,1.84,387,5880,4.525,0.893
6965,3747817,K04103.02,,CANDIDATE,CANDIDATE,0.868,14.2378417,4.86,193,1.1,629,5273,4.566,0.801
6966,6129694,K04131.02,,FALSE POSITIVE,FALSE POSITIVE,,241.0122,1.19,216.1,4.41,600,7843,3.829,2.909
6967,8162789,K00521.02,,CANDIDATE,CANDIDATE,0.978,10.8206034,2.848,116.7,1.19,885,6032,4.387,1.06
6968,9899315,K04181.02,,FALSE POSITIVE,FALSE POSITIVE,,164.689421,1.847,521,2.24,340,6089,4.495,0.95
6969,4037428,K05993.01,,FALSE POSITIVE,FALSE POSITIVE,0.292,4.264729569,2.2075,22672,29.95,1428,6052,4.084,1.417
6970,4049124,K05994.01,,FALSE POSITIVE,FALSE POSITIVE,0,4.804469712,3.51946,132620,30.97,958,5561,4.558,0.809
6971,4275328,K05995.01,,FALSE POSITIVE,FALSE POSITIVE,0,6.150529292,4.4562,2417.1,49.79,1421,6691,4.084,1.565
6972,5613330,K00649.02,,CANDIDATE,CANDIDATE,0.616,10.2090268,6.264,36.7,0.92,1058,6188,4.196,1.524
6973,5036966,K05998.01,,FALSE POSITIVE,FALSE POSITIVE,0,62.7356439,10.7925,243700,90.12,590,6211,4.127,1.44
6974,5254230,K05999.01,,FALSE POSITIVE,FALSE POSITIVE,0,7.035518449,3.5286,2139,24.91,782,5288,4.566,0.71
6975,3545840,K06102.01,,CANDIDATE,CANDIDATE,,54.2916336,3.364,97.8,1.67,665,6711,4.179,1.565
6976,3634051,K06103.01,,FALSE POSITIVE,FALSE POSITIVE,0,453.54212,17.026,861,9.23,390,5874,3.664,3.006
6977,3634051,K06103.02,,CANDIDATE,CANDIDATE,0.755,122.8054416,2.663,313,118.62,602,5874,3.664,3.006
6978,3761319,K06104.01,,CANDIDATE,CANDIDATE,0.228,16.2480865,8.232,438.7,2.38,704,5729,4.436,0.923
6979,3761319,K06104.02,,FALSE POSITIVE,FALSE POSITIVE,,466.9407,30.56,979.2,2.9,230,5729,4.436,0.923
6980,3762553,K06105.01,,FALSE POSITIVE,FALSE POSITIVE,,289.788624,2.857,473.9,5.51,537,8057,3.946,2.407
6981,3965879,K06106.01,,FALSE POSITIVE,FALSE POSITIVE,,55.00402906,6.06,,,,,,
6982,4035675,K06107.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.873657901,2.1054,43895,110.29,1830,5692,3.829,2.287
6983,9282687,K06196.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.680425996,5.4548,277250,102.31,2203,6844,4.145,1.629
6984,9289960,K06197.01,,FALSE POSITIVE,FALSE POSITIVE,,0.53345831,1.32,,,,,,
6985,9291629,K06198.01,,FALSE POSITIVE,FALSE POSITIVE,0,20.6864602,37.7424,136150,184.22,1210,4809,3.106,5.145
6986,9304842,K06199.01,,FALSE POSITIVE,FALSE POSITIVE,,131.68018,14.73,2067,5.96,444,6468,4.288,1.302
6987,6975129,K01628.03,,FALSE POSITIVE,FALSE POSITIVE,0,37.8404232,6.408,232.6,1.76,607,6243,4.406,1.149
6988,9304923,K06200.01,,FALSE POSITIVE,FALSE POSITIVE,,200.762693,2.215,1920,15056.9,692,7981,3.716,3.298
6989,9389245,K06202.01,,CANDIDATE,CANDIDATE,,47.25643291,2,,,,,,
6990,9828127,K04192.02,,CANDIDATE,CANDIDATE,0.995,32.0273169,5.144,161.7,1.14,525,5505,4.501,0.909
6991,5177859,K04246.02,,CANDIDATE,CANDIDATE,0.98,8.75630628,2.852,81.9,1.12,982,5839,4.279,1.227
6992,11081504,K04287.02,,CANDIDATE,CANDIDATE,1,9.6183111,4.215,25,0.85,1142,6134,4.065,1.665
6993,5385410,K04323.02,,FALSE POSITIVE,FALSE POSITIVE,0,12.4250319,1.4446,29.5,0.89,1030,6290,4.133,1.506
6994,8110757,K07865.01,,CANDIDATE,CANDIDATE,0.975,0.518060209,1.8062,2258.4,61.49,2921,5405,3.853,1.772
6995,8278685,K04435.02,,CANDIDATE,CANDIDATE,,17.8693759,6.886,63,0.81,759,6328,4.456,1.013
6996,5511659,K04541.02,,CANDIDATE,CANDIDATE,0.629,17.236085,4.209,330,1.98,721,5543,4.318,1.111
6997,5385139,K06000.01,,FALSE POSITIVE,FALSE POSITIVE,0,12.4297161,15.078,192.7,1.26,742,5754,4.534,0.905
6998,5385150,K06001.01,,FALSE POSITIVE,FALSE POSITIVE,0,12.4288476,16.43,165.4,1.12,725,5595,4.513,0.886
6999,5385269,K06002.01,,FALSE POSITIVE,FALSE POSITIVE,0,12.4258252,21.841,130.2,1.27,822,5968,4.426,1.048
7000,5385509,K06003.01,,FALSE POSITIVE,FALSE POSITIVE,0,12.4257907,19.859,340.1,1.27,589,4873,4.586,0.693
7001,5385566,K06004.01,,FALSE POSITIVE,FALSE POSITIVE,0,12.4253356,27.49,374.4,2.02,683,5442,4.541,0.783
7002,5385773,K06005.01,,FALSE POSITIVE,FALSE POSITIVE,0,12.4254201,18.56,144.5,0.84,659,5571,4.643,0.691
7003,5386163,K06006.01,,FALSE POSITIVE,FALSE POSITIVE,0,12.424995,20.282,51.5,2.06,1293,6098,3.707,2.657
7004,4139254,K06108.01,,CANDIDATE,CANDIDATE,,485.92297,3.756,122.9,1.07,225,5551,4.386,0.957
7005,4144236,K06109.01,,FALSE POSITIVE,FALSE POSITIVE,0,22.9134463,4.11699,251840,81.61,811,6621,4.294,1.297
7006,10141900,K01082.04,,CANDIDATE,CANDIDATE,0.8,9.6550473,2.752,313.1,1.45,705,4999,4.49,0.843
7007,4144236,K06109.02,,FALSE POSITIVE,FALSE POSITIVE,,10.0046881,2.389,50.6,1.9,1466,6620,3.779,2.641
7008,4150701,K06110.01,,FALSE POSITIVE,FALSE POSITIVE,0,8.65315602,2.627,417.5,1.37,643,4746,4.605,0.696
7009,4255944,K06111.01,,CANDIDATE,CANDIDATE,,228.65412,2.487,179.1,3.63,521,6845,3.849,2.674
7010,9394605,K06203.01,,FALSE POSITIVE,FALSE POSITIVE,0,0.87683182,1.96,,,,,,
7011,9471755,K06204.01,,FALSE POSITIVE,FALSE POSITIVE,0,0.953734449,1.7616,1240.4,47.65,2672,7332,4.265,1.46
7012,9479460,K06205.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.073873563,6.5605,603810,274.78,3150,7803,3.688,3.373
7013,9549472,K06206.01,,FALSE POSITIVE,FALSE POSITIVE,0,15.71378722,11.3122,60384,27.64,747,5843,4.399,1.006
7014,9576197,K06207.01,,FALSE POSITIVE,FALSE POSITIVE,0,7.964440392,9.1701,68454,18.98,755,5250,4.548,0.736
7015,8110758,K07866.01,,FALSE POSITIVE,FALSE POSITIVE,0,0.518071538,1.7865,2195.5,42.1,2536,5876,4.273,1.209
7016,9579860,K06208.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.151214629,2.226,332.6,14.54,3287,4748,2.635,8.179
7017,9655711,K06209.01,,CANDIDATE,CANDIDATE,1,12.7143635,3.101,524.8,2.2,785,5947,4.481,0.962
7018,5856571,K01839.02,,CANDIDATE,CANDIDATE,0.985,80.4103783,3.487,591.4,4.93,535,5476,3.904,1.673
7019,8222395,K07873.01,,CANDIDATE,CANDIDATE,0.965,1.93188768,1.087,37.8,0.57,1427,5896,4.516,0.914
7020,5796186,K00651.02,,FALSE POSITIVE,FALSE POSITIVE,,320.1847186,11.94,,,,,,
7021,5471068,K06008.01,,FALSE POSITIVE,FALSE POSITIVE,0,12.426469,25.71,180.5,1.66,729,5691,4.544,0.887
7022,5471192,K06009.01,,FALSE POSITIVE,FALSE POSITIVE,0,12.4262889,18.764,94.2,1.23,864,6246,4.433,1.092
7023,5471769,K06011.01,,FALSE POSITIVE,FALSE POSITIVE,0,12.4255705,28.88,139.4,1.37,721,5742,4.564,0.827
7024,5471770,K06012.01,,FALSE POSITIVE,FALSE POSITIVE,0,12.426173,30.64,115.1,2.67,1006,6367,4.181,1.357
7025,5556804,K06013.01,,FALSE POSITIVE,FALSE POSITIVE,0,12.4244306,26.15,214.1,1.59,714,5761,4.581,0.791
7026,5597970,K06014.01,,FALSE POSITIVE,FALSE POSITIVE,0,6.71738328,3.60057,164980,37.65,883,5301,4.416,0.936
7027,4459068,K06114.01,,FALSE POSITIVE,FALSE POSITIVE,0,24.9559985,2.76331,4856.1,36.91,1438,8617,3.78,3.018
7028,8107150,K07863.01,,CANDIDATE,CANDIDATE,0.691,5.2449156,8.367,35.5,0.52,1015,5823,4.486,0.878
7029,4547480,K06116.01,,FALSE POSITIVE,FALSE POSITIVE,0,4.426942241,1.6116,2896.6,5.43,958,5511,4.569,0.746
7030,4739229,K06118.01,,FALSE POSITIVE,FALSE POSITIVE,,571.280892,21.827,460.7,3.65,324,7081,4.16,1.619
7031,4739229,K06118.02,,CANDIDATE,CANDIDATE,,4.66185924,3.164,49.3,1.16,1610,7081,4.16,1.619
7032,8620565,K01250.02,,FALSE POSITIVE,FALSE POSITIVE,,1.213672208,1.3644,2731,697.14,1789,6113,4.463,0.995
7033,4742420,K06120.01,,CANDIDATE,CANDIDATE,0.997,90.097375,12.697,282.6,1.7,430,6116,4.444,1.008
7034,9655711,K06209.02,,CANDIDATE,CANDIDATE,0.612,7.72966941,2.091,426.7,2.1,927,5947,4.481,0.962
7035,9727765,K06210.01,,CANDIDATE,CANDIDATE,,51.85656556,2.21,,,,,,
7036,9767392,K06211.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.457256942,6.51381,364900,98.16,2112,6630,4.235,1.416
7037,9774400,K06212.01,,FALSE POSITIVE,FALSE POSITIVE,0,10.81824842,18.2848,13696,11.71,830,5955,4.446,0.894
7038,9839081,K06213.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.559236603,1.6706,11273,37.66,1296,5955,4.534,0.883
7039,9974142,K06214.01,,FALSE POSITIVE,FALSE POSITIVE,,281.35877,7.74,278.5,4.22,446,6049,3.728,2.522
7040,9974142,K06214.02,,FALSE POSITIVE,FALSE POSITIVE,,154.536881,15.44,258.5,4.1,544,6049,3.728,2.522
7041,10163066,K06215.01,,FALSE POSITIVE,FALSE POSITIVE,,462.12345,8.46,699,1.9,169,4547,4.559,0.747
7042,9008103,K03283.03,,CANDIDATE,CANDIDATE,,87.707513,2.184,578,1.72,310,4944,4.614,0.721
7043,8780959,K03741.03,Kepler-1518 b,CONFIRMED,CANDIDATE,0.996,5.1117547,3.281,267.8,2.81,1351,6432,4.207,1.345
7044,7429287,K04260.02,,FALSE POSITIVE,FALSE POSITIVE,,101.889228,2.71,80.9,1.43,487,5802,4.073,1.59
7045,11296045,K04396.04,,FALSE POSITIVE,FALSE POSITIVE,,437.5158614,4.16,,,,,,
7046,6592335,K04777.02,,FALSE POSITIVE,FALSE POSITIVE,,48.5023669,1.053,740,906.03,192,3396,4.991,0.28
7047,5951416,K04781.02,,FALSE POSITIVE,FALSE POSITIVE,,524.14139,11.603,403.7,1.88,237,6225,4.481,0.931
7048,5769810,K04913.02,,FALSE POSITIVE,FALSE POSITIVE,0.301,8.97377221,2.135,106.5,2.96,1530,6537,3.76,2.829
7049,5643492,K06015.01,,FALSE POSITIVE,FALSE POSITIVE,0,41.86539723,6.663,4309.3,31.14,500,6063,4.584,0.788
7050,5795648,K06016.01,,CANDIDATE,CANDIDATE,0.802,4.553370029,3.2209,23692,25.84,1264,6306,4.346,1.109
7051,5961350,K06017.01,,FALSE POSITIVE,FALSE POSITIVE,0,5.262652179,2.85554,22651,35.99,1499,7049,4.212,1.549
7052,10340423,K00736.03,,FALSE POSITIVE,FALSE POSITIVE,,345.9820728,2.97,,,,,,
7053,5979863,K06018.01,,FALSE POSITIVE,FALSE POSITIVE,0,16.6218534,3.91517,55297,22.32,719,5949,4.451,0.907
7054,6117415,K06019.01,,FALSE POSITIVE,FALSE POSITIVE,0,19.74161604,3.07231,88822,82.98,902,6535,4.183,1.529
7055,6128027,K06020.01,,FALSE POSITIVE,FALSE POSITIVE,0,5.455766383,2.8923,104540,28.2,795,5067,4.625,0.694
7056,6146418,K06021.01,,FALSE POSITIVE,FALSE POSITIVE,0,22.44620704,7.5491,1626.8,58.2,894,6070,3.969,1.777
7057,4742420,K06120.02,,CANDIDATE,CANDIDATE,,205.41415,10.26,283.8,1.67,323,6123,4.465,0.991
7058,4826439,K06121.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.237147407,7.06623,435360,106.18,2107,6064,4.16,1.449
7059,4990977,K06123.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.649026189,2.4698,52172,32.7,1377,5838,4.342,0.988
7060,5034333,K06124.01,,FALSE POSITIVE,FALSE POSITIVE,0,6.932281325,11.0301,6405.9,90.57,1872,8675,4.08,2.168
7061,5039441,K06125.01,,FALSE POSITIVE,FALSE POSITIVE,0.001,2.151384476,3.34471,263860,66.2,1725,6184,4.19,1.257
7062,8231299,K07874.01,,FALSE POSITIVE,FALSE POSITIVE,0,0.562273947,3.1572,67,0.73,2083,5632,4.45,0.847
7063,5121173,K06126.01,,FALSE POSITIVE,FALSE POSITIVE,0,17.4352218,51.666,603.3,67.91,1195,6313,3.706,2.641
7064,5306984,K06127.01,,FALSE POSITIVE,FALSE POSITIVE,,114.271739,2.19,,,,,,
7065,10198662,K06216.01,,FALSE POSITIVE,FALSE POSITIVE,,26.40805532,2.7,,,,,,
7066,10198662,K06216.02,,CANDIDATE,CANDIDATE,,46.07931317,1.87,,,,,,
7067,4157325,K01860.04,,FALSE POSITIVE,FALSE POSITIVE,0.085,24.8434837,4.8,217.4,1.58,625,5670,4.397,1.022
7068,10200627,K06217.01,,CANDIDATE,CANDIDATE,0.956,7.7016694,10.898,155.7,4.44,1627,5174,3.228,3.608
7069,10219361,K06218.01,,FALSE POSITIVE,FALSE POSITIVE,,117.634213,3.82,253.1,3.78,513,5236,3.711,2.332
7070,10228942,K06219.01,,FALSE POSITIVE,FALSE POSITIVE,0,21.02544702,6.52216,115740,135.84,1123,6631,3.798,2.438
7071,10341878,K06220.01,,FALSE POSITIVE,FALSE POSITIVE,0,0.933753371,4.438,47.3,1.44,3137,7286,3.998,2.056
7072,10357831,K06221.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.72153588,1.9227,39929,12.89,1045,4535,4.607,0.668
7073,8332521,K04567.02,,CANDIDATE,CANDIDATE,0.994,4.67250377,4.441,79.6,1.11,1149,6146,4.454,0.987
7074,6150977,K06022.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.765621941,2.3191,8342.2,34.42,1134,5423,4.542,0.828
7075,6182019,K06023.01,,FALSE POSITIVE,FALSE POSITIVE,0.001,3.664964374,3.9058,90827,30.98,1184,5726,4.403,0.987
7076,6209347,K06025.01,,FALSE POSITIVE,FALSE POSITIVE,0.034,2.136577151,2.4682,79078,43.89,1311,5457,4.442,0.905
7077,6268722,K06026.01,,FALSE POSITIVE,FALSE POSITIVE,0.005,2.638432816,2.42989,48488,49.77,1933,6502,3.991,1.753
7078,6301030,K06027.01,,FALSE POSITIVE,FALSE POSITIVE,0,11.99100036,6.4648,375940,78.78,897,5988,4.271,1.13
7079,10480982,K00744.02,,FALSE POSITIVE,FALSE POSITIVE,0,2.03746414,2.895,138.8,1.12,1474,6117,4.496,0.947
7080,6606934,K06028.01,,FALSE POSITIVE,FALSE POSITIVE,0,37.80694072,3.84264,106330,72.01,617,6387,4.41,1.105
7081,10964440,K01310.02,,CANDIDATE,CANDIDATE,0.913,144.688915,9.468,397.1,3.33,416,5372,4.007,1.71
7082,5385548,K06128.01,,FALSE POSITIVE,FALSE POSITIVE,0,12.42555055,28.492,409,3.79,1027,6381,4.155,1.423
7083,5428657,K06130.01,,CANDIDATE,CANDIDATE,0.999,1.54287434,1.1121,401.4,1.05,1007,4530,4.704,0.539
7084,5471617,K06131.01,,FALSE POSITIVE,FALSE POSITIVE,,12.4237327,18.15,30.1,1.12,1057,5221,3.72,2.067
7085,5471617,K06131.02,,FALSE POSITIVE,FALSE POSITIVE,,94.38163,11.87,91.2,2.04,537,5221,3.72,2.067
7086,5629353,K06132.01,,CANDIDATE,CANDIDATE,0.996,33.3200908,6.5265,6186.9,13,750,6264,4.133,1.651
7087,5629353,K06132.02,Kepler-1640 b,CONFIRMED,CANDIDATE,1,7.5844241,3.918,1005,5.83,1228,6264,4.133,1.651
7088,10363233,K06222.01,,FALSE POSITIVE,FALSE POSITIVE,,210.899577,2.167,3345,4.85,268,5332,4.5,0.843
7089,10385682,K06223.01,,FALSE POSITIVE,FALSE POSITIVE,0,3.103730697,6.93402,369230,75.28,1340,6075,4.422,1.091
7090,10414727,K06224.01,,CANDIDATE,CANDIDATE,,91.20573037,4.17,,,,,,
7091,10414727,K06224.02,,FALSE POSITIVE,FALSE POSITIVE,,253.40538,7.43,240.8,2.69,443,7304,4.151,1.69
7092,10483644,K06225.01,,FALSE POSITIVE,FALSE POSITIVE,0,5.110771787,2.48392,50681,26.98,1048,6029,4.523,0.894
7093,4736569,K01996.02,,CANDIDATE,CANDIDATE,0.95,7.07394528,2.319,228.3,0.84,647,4777,4.689,0.561
7094,10601549,K06226.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.463773705,1.9123,64776,21.79,1329,5446,4.599,0.668
7095,10614158,K06227.01,,FALSE POSITIVE,FALSE POSITIVE,0,4.46255312,14.0957,22720,52.74,1795,4847,3.277,3.619
7096,8505215,K00099.02,,FALSE POSITIVE,FALSE POSITIVE,,79.87804945,3.19,,,,,,
7097,10662202,K00750.03,,CANDIDATE,CANDIDATE,0.929,14.516741,2.706,227.2,1.45,606,4954,4.5,0.828
7098,9008103,K03283.02,,CANDIDATE,CANDIDATE,0.989,20.5718107,3.399,379,1.34,498,4922,4.624,0.708
